kb_id,chunk_type,title,base_food_name,aliases,category,meal_time,diet_tags,health_tags,budget_myr_per_serving,calories,carbohydrates_g,protein_g,fat_g,fibre_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg_estimated,iron_mg_estimated,glycemic_index,halal,vegan,lactose_free,soy_free,nut_free,coconut_free,shellfish_free,recommendation,avoid_reason,modifications,cheaper_alternatives,meal_plan_notes,rag_text,source,confidence
kb_00725,meal_time_use,Breakfast use - Nasi Goreng Cina,Nasi Goreng Cina,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, moderate protein, high carbohydrate",6.5,570.0,75.0,18.0,19.0,4.0,5.0,860.0,380.0,234.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Goreng Cina. Nasi Goreng Cina can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM6.50, 570 kcal, carbs 75.0 g, protein 18.0 g, sodium 860 mg, potassium 380 mg, phosphorus about 234 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00726,meal_time_use,Lunch use - Nasi Goreng Cina,Nasi Goreng Cina,,Rice Dish,lunch,"meal planning, budget, Malaysian","lunch, very high sodium, moderate protein, high carbohydrate",6.5,570.0,75.0,18.0,19.0,4.0,5.0,860.0,380.0,234.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in lunch only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Lunch planning chunk for Nasi Goreng Cina. Nasi Goreng Cina can be considered for lunch depending on the user's conditions. For lunch, build a balanced plate: controlled rice/noodle portion, protein, vegetables, and plain water. Estimated cost RM6.50, 570 kcal, carbs 75.0 g, protein 18.0 g, sodium 860 mg, potassium 380 mg, phosphorus about 234 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00727,meal_time_use,Dinner use - Nasi Goreng Cina,Nasi Goreng Cina,,Rice Dish,dinner,"meal planning, budget, Malaysian","dinner, very high sodium, moderate protein, high carbohydrate",6.5,570.0,75.0,18.0,19.0,4.0,5.0,860.0,380.0,234.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in dinner only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Dinner planning chunk for Nasi Goreng Cina. Nasi Goreng Cina can be considered for dinner depending on the user's conditions. For dinner, choose lighter cooking, less gravy, less sodium, and avoid very heavy fried foods late at night. Estimated cost RM6.50, 570 kcal, carbs 75.0 g, protein 18.0 g, sodium 860 mg, potassium 380 mg, phosphorus about 234 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00728,meal_time_use,Snack use - Nasi Goreng Cina,Nasi Goreng Cina,,Rice Dish,snack,"meal planning, budget, Malaysian","snack, very high sodium, moderate protein, high carbohydrate",6.5,570.0,75.0,18.0,19.0,4.0,5.0,860.0,380.0,234.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in snack only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Snack planning chunk for Nasi Goreng Cina. Nasi Goreng Cina is too heavy for a normal snack and should be treated as a meal for snack depending on the user's conditions. For snack, choose small portions that fit the medical and budget constraints; avoid sweet drinks and high-sodium packets. Estimated cost RM6.50, 570 kcal, carbs 75.0 g, protein 18.0 g, sodium 860 mg, potassium 380 mg, phosphorus about 234 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00729,meal_time_use,Breakfast use - Nasi Goreng Pattaya,Nasi Goreng Pattaya,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, high protein, high carbohydrate",6.5,690.0,82.0,24.0,28.0,4.0,8.0,1100.0,420.0,312.0,0.7,75.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Goreng Pattaya. Nasi Goreng Pattaya can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM6.50, 690 kcal, carbs 82.0 g, protein 24.0 g, sodium 1100 mg, potassium 420 mg, phosphorus about 312 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00730,meal_time_use,Lunch use - Nasi Goreng Pattaya,Nasi Goreng Pattaya,,Rice Dish,lunch,"meal planning, budget, Malaysian","lunch, very high sodium, high protein, high carbohydrate",6.5,690.0,82.0,24.0,28.0,4.0,8.0,1100.0,420.0,312.0,0.7,75.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in lunch only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Lunch planning chunk for Nasi Goreng Pattaya. Nasi Goreng Pattaya can be considered for lunch depending on the user's conditions. For lunch, build a balanced plate: controlled rice/noodle portion, protein, vegetables, and plain water. Estimated cost RM6.50, 690 kcal, carbs 82.0 g, protein 24.0 g, sodium 1100 mg, potassium 420 mg, phosphorus about 312 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00731,meal_time_use,Dinner use - Nasi Goreng Pattaya,Nasi Goreng Pattaya,,Rice Dish,dinner,"meal planning, budget, Malaysian","dinner, very high sodium, high protein, high carbohydrate",6.5,690.0,82.0,24.0,28.0,4.0,8.0,1100.0,420.0,312.0,0.7,75.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in dinner only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Dinner planning chunk for Nasi Goreng Pattaya. Nasi Goreng Pattaya can be considered for dinner depending on the user's conditions. For dinner, choose lighter cooking, less gravy, less sodium, and avoid very heavy fried foods late at night. Estimated cost RM6.50, 690 kcal, carbs 82.0 g, protein 24.0 g, sodium 1100 mg, potassium 420 mg, phosphorus about 312 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00732,meal_time_use,Snack use - Nasi Goreng Pattaya,Nasi Goreng Pattaya,,Rice Dish,snack,"meal planning, budget, Malaysian","snack, very high sodium, high protein, high carbohydrate",6.5,690.0,82.0,24.0,28.0,4.0,8.0,1100.0,420.0,312.0,0.7,75.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in snack only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Snack planning chunk for Nasi Goreng Pattaya. Nasi Goreng Pattaya is too heavy for a normal snack and should be treated as a meal for snack depending on the user's conditions. For snack, choose small portions that fit the medical and budget constraints; avoid sweet drinks and high-sodium packets. Estimated cost RM6.50, 690 kcal, carbs 82.0 g, protein 24.0 g, sodium 1100 mg, potassium 420 mg, phosphorus about 312 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00733,meal_time_use,Breakfast use - Nasi Kandar Ayam,Nasi Kandar Ayam,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, high protein, high carbohydrate",6.5,760.0,88.0,32.0,30.0,5.0,6.0,1250.0,520.0,416.0,1.1,76.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Kandar Ayam. Nasi Kandar Ayam can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM6.50, 760 kcal, carbs 88.0 g, protein 32.0 g, sodium 1250 mg, potassium 520 mg, phosphorus about 416 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00734,meal_time_use,Lunch use - Nasi Kandar Ayam,Nasi Kandar Ayam,,Rice Dish,lunch,"meal planning, budget, Malaysian","lunch, very high sodium, high protein, high carbohydrate",6.5,760.0,88.0,32.0,30.0,5.0,6.0,1250.0,520.0,416.0,1.1,76.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in lunch only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Lunch planning chunk for Nasi Kandar Ayam. Nasi Kandar Ayam can be considered for lunch depending on the user's conditions. For lunch, build a balanced plate: controlled rice/noodle portion, protein, vegetables, and plain water. Estimated cost RM6.50, 760 kcal, carbs 88.0 g, protein 32.0 g, sodium 1250 mg, potassium 520 mg, phosphorus about 416 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00735,meal_time_use,Dinner use - Nasi Kandar Ayam,Nasi Kandar Ayam,,Rice Dish,dinner,"meal planning, budget, Malaysian","dinner, very high sodium, high protein, high carbohydrate",6.5,760.0,88.0,32.0,30.0,5.0,6.0,1250.0,520.0,416.0,1.1,76.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in dinner only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Dinner planning chunk for Nasi Kandar Ayam. Nasi Kandar Ayam can be considered for dinner depending on the user's conditions. For dinner, choose lighter cooking, less gravy, less sodium, and avoid very heavy fried foods late at night. Estimated cost RM6.50, 760 kcal, carbs 88.0 g, protein 32.0 g, sodium 1250 mg, potassium 520 mg, phosphorus about 416 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00736,meal_time_use,Snack use - Nasi Kandar Ayam,Nasi Kandar Ayam,,Rice Dish,snack,"meal planning, budget, Malaysian","snack, very high sodium, high protein, high carbohydrate",6.5,760.0,88.0,32.0,30.0,5.0,6.0,1250.0,520.0,416.0,1.1,76.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in snack only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Snack planning chunk for Nasi Kandar Ayam. Nasi Kandar Ayam is too heavy for a normal snack and should be treated as a meal for snack depending on the user's conditions. For snack, choose small portions that fit the medical and budget constraints; avoid sweet drinks and high-sodium packets. Estimated cost RM6.50, 760 kcal, carbs 88.0 g, protein 32.0 g, sodium 1250 mg, potassium 520 mg, phosphorus about 416 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00737,meal_time_use,Breakfast use - Nasi Ayam,Nasi Ayam,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, high protein, high carbohydrate",6.5,640.0,72.0,30.0,24.0,3.0,5.0,950.0,470.0,390.0,1.1,72.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Ayam. Nasi Ayam can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM6.50, 640 kcal, carbs 72.0 g, protein 30.0 g, sodium 950 mg, potassium 470 mg, phosphorus about 390 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00738,meal_time_use,Lunch use - Nasi Ayam,Nasi Ayam,,Rice Dish,lunch,"meal planning, budget, Malaysian","lunch, very high sodium, high protein, high carbohydrate",6.5,640.0,72.0,30.0,24.0,3.0,5.0,950.0,470.0,390.0,1.1,72.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in lunch only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Lunch planning chunk for Nasi Ayam. Nasi Ayam can be considered for lunch depending on the user's conditions. For lunch, build a balanced plate: controlled rice/noodle portion, protein, vegetables, and plain water. Estimated cost RM6.50, 640 kcal, carbs 72.0 g, protein 30.0 g, sodium 950 mg, potassium 470 mg, phosphorus about 390 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00739,meal_time_use,Dinner use - Nasi Ayam,Nasi Ayam,,Rice Dish,dinner,"meal planning, budget, Malaysian","dinner, very high sodium, high protein, high carbohydrate",6.5,640.0,72.0,30.0,24.0,3.0,5.0,950.0,470.0,390.0,1.1,72.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in dinner only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Dinner planning chunk for Nasi Ayam. Nasi Ayam can be considered for dinner depending on the user's conditions. For dinner, choose lighter cooking, less gravy, less sodium, and avoid very heavy fried foods late at night. Estimated cost RM6.50, 640 kcal, carbs 72.0 g, protein 30.0 g, sodium 950 mg, potassium 470 mg, phosphorus about 390 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00740,meal_time_use,Snack use - Nasi Ayam,Nasi Ayam,,Rice Dish,snack,"meal planning, budget, Malaysian","snack, very high sodium, high protein, high carbohydrate",6.5,640.0,72.0,30.0,24.0,3.0,5.0,950.0,470.0,390.0,1.1,72.0,yes,no,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in snack only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Snack planning chunk for Nasi Ayam. Nasi Ayam is too heavy for a normal snack and should be treated as a meal for snack depending on the user's conditions. For snack, choose small portions that fit the medical and budget constraints; avoid sweet drinks and high-sodium packets. Estimated cost RM6.50, 640 kcal, carbs 72.0 g, protein 30.0 g, sodium 950 mg, potassium 470 mg, phosphorus about 390 mg, iron 1.1 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00741,meal_time_use,Breakfast use - Nasi Kerabu,Nasi Kerabu,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, high protein, high carbohydrate",6.5,590.0,68.0,25.0,20.0,6.0,7.0,820.0,540.0,325.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Kerabu. Nasi Kerabu can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM6.50, 590 kcal, carbs 68.0 g, protein 25.0 g, sodium 820 mg, potassium 540 mg, phosphorus about 325 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00742,meal_time_use,Lunch use - Nasi Kerabu,Nasi Kerabu,,Rice Dish,lunch,"meal planning, budget, Malaysian","lunch, very high sodium, high protein, high carbohydrate",6.5,590.0,68.0,25.0,20.0,6.0,7.0,820.0,540.0,325.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in lunch only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Lunch planning chunk for Nasi Kerabu. Nasi Kerabu can be considered for lunch depending on the user's conditions. For lunch, build a balanced plate: controlled rice/noodle portion, protein, vegetables, and plain water. Estimated cost RM6.50, 590 kcal, carbs 68.0 g, protein 25.0 g, sodium 820 mg, potassium 540 mg, phosphorus about 325 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00743,meal_time_use,Dinner use - Nasi Kerabu,Nasi Kerabu,,Rice Dish,dinner,"meal planning, budget, Malaysian","dinner, very high sodium, high protein, high carbohydrate",6.5,590.0,68.0,25.0,20.0,6.0,7.0,820.0,540.0,325.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in dinner only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Dinner planning chunk for Nasi Kerabu. Nasi Kerabu can be considered for dinner depending on the user's conditions. For dinner, choose lighter cooking, less gravy, less sodium, and avoid very heavy fried foods late at night. Estimated cost RM6.50, 590 kcal, carbs 68.0 g, protein 25.0 g, sodium 820 mg, potassium 540 mg, phosphorus about 325 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00744,meal_time_use,Snack use - Nasi Kerabu,Nasi Kerabu,,Rice Dish,snack,"meal planning, budget, Malaysian","snack, very high sodium, high protein, high carbohydrate",6.5,590.0,68.0,25.0,20.0,6.0,7.0,820.0,540.0,325.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in snack only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Snack planning chunk for Nasi Kerabu. Nasi Kerabu is too heavy for a normal snack and should be treated as a meal for snack depending on the user's conditions. For snack, choose small portions that fit the medical and budget constraints; avoid sweet drinks and high-sodium packets. Estimated cost RM6.50, 590 kcal, carbs 68.0 g, protein 25.0 g, sodium 820 mg, potassium 540 mg, phosphorus about 325 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00745,meal_time_use,Breakfast use - Nasi Dagang,Nasi Dagang,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, high protein, high carbohydrate",7.0,650.0,78.0,24.0,24.0,4.0,8.0,900.0,490.0,312.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Dagang. Nasi Dagang can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM7.00, 650 kcal, carbs 78.0 g, protein 24.0 g, sodium 900 mg, potassium 490 mg, phosphorus about 312 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00746,meal_time_use,Lunch use - Nasi Dagang,Nasi Dagang,,Rice Dish,lunch,"meal planning, budget, Malaysian","lunch, very high sodium, high protein, high carbohydrate",7.0,650.0,78.0,24.0,24.0,4.0,8.0,900.0,490.0,312.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in lunch only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Lunch planning chunk for Nasi Dagang. Nasi Dagang can be considered for lunch depending on the user's conditions. For lunch, build a balanced plate: controlled rice/noodle portion, protein, vegetables, and plain water. Estimated cost RM7.00, 650 kcal, carbs 78.0 g, protein 24.0 g, sodium 900 mg, potassium 490 mg, phosphorus about 312 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00747,meal_time_use,Dinner use - Nasi Dagang,Nasi Dagang,,Rice Dish,dinner,"meal planning, budget, Malaysian","dinner, very high sodium, high protein, high carbohydrate",7.0,650.0,78.0,24.0,24.0,4.0,8.0,900.0,490.0,312.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in dinner only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Dinner planning chunk for Nasi Dagang. Nasi Dagang can be considered for dinner depending on the user's conditions. For dinner, choose lighter cooking, less gravy, less sodium, and avoid very heavy fried foods late at night. Estimated cost RM7.00, 650 kcal, carbs 78.0 g, protein 24.0 g, sodium 900 mg, potassium 490 mg, phosphorus about 312 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00748,meal_time_use,Snack use - Nasi Dagang,Nasi Dagang,,Rice Dish,snack,"meal planning, budget, Malaysian","snack, very high sodium, high protein, high carbohydrate",7.0,650.0,78.0,24.0,24.0,4.0,8.0,900.0,490.0,312.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in snack only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Snack planning chunk for Nasi Dagang. Nasi Dagang is too heavy for a normal snack and should be treated as a meal for snack depending on the user's conditions. For snack, choose small portions that fit the medical and budget constraints; avoid sweet drinks and high-sodium packets. Estimated cost RM7.00, 650 kcal, carbs 78.0 g, protein 24.0 g, sodium 900 mg, potassium 490 mg, phosphorus about 312 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00749,meal_time_use,Breakfast use - Nasi Minyak,Nasi Minyak,,Rice Dish,breakfast,"meal planning, budget, Malaysian","breakfast, very high sodium, moderate protein, high carbohydrate",6.5,680.0,82.0,18.0,28.0,3.0,4.0,760.0,340.0,234.0,0.7,74.0,yes,yes,yes,yes,yes,yes,yes,use with constraints,,"Adjust portion, cooking method, sauce, sugar and drink choice.","Plain water, vegetables, lower-sodium options, smaller rice/noodle portion.","Use in breakfast only if it fits calories, carb, sodium, potassium, phosphorus, allergy and budget constraints.","Breakfast planning chunk for Nasi Minyak. Nasi Minyak can be considered for breakfast depending on the user's conditions. For breakfast, keep it simple, affordable and not too oily. Include a protein source and avoid sugary drinks. Estimated cost RM6.50, 680 kcal, carbs 82.0 g, protein 18.0 g, sodium 760 mg, potassium 340 mg, phosphorus about 234 mg, iron 0.7 mg. When generating a meal plan, always state breakfast, lunch, dinner and snacks separately, include estimated cost, and mention safer modifications if the food is high sodium, high sugar, high fat or high carbohydrate.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
